Draw_Date,Number_1,Number_2,Number_3,Number_4,Number_5,Mega_Ball,Multiplier,Original_Combination
04/10/2007,7,15,16,19,28,10,,07 15 16 19 28 MB:10
04/06/2007,24,32,34,36,39,6,,24 32 34 36 39 MB:6
04/03/2007,16,26,33,34,46,38,,16 26 33 34 46 MB:38
03/30/2007,15,23,37,48,53,22,,15 23 37 48 53 MB:22
03/27/2007,18,25,34,35,42,6,,18 25 34 35 42 MB:6
03/23/2007,18,21,35,51,53,36,,18 21 35 51 53 MB:36
03/20/2007,7,21,46,49,55,15,,07 21 46 49 55 MB:15
03/16/2007,17,25,36,40,43,9,,17 25 36 40 43 MB:9
03/13/2007,7,11,16,38,49,35,,07 11 16 38 49 MB:35
03/09/2007,10,13,25,42,43,30,,10 13 25 42 43 MB:30
03/06/2007,16,22,29,39,42,20,,16 22 29 39 42 MB:20
03/02/2007,14,21,33,35,51,43,,14 21 33 35 51 MB:43
02/27/2007,18,31,44,45,48,18,,18 31 44 45 48 MB:18
02/23/2007,3,18,21,38,50,43,,03 18 21 38 50 MB:43
02/20/2007,1,9,26,46,51,11,,01 09 26 46 51 MB:11
02/16/2007,17,35,40,46,48,41,,17 35 40 46 48 MB:41
02/13/2007,3,9,24,29,41,41,,03 09 24 29 41 MB:41
02/09/2007,32,39,46,48,49,41,,32 39 46 48 49 MB:41
02/06/2007,16,21,35,36,46,38,,16 21 35 36 46 MB:38
02/02/2007,22,33,35,40,53,15,,22 33 35 40 53 MB:15
01/30/2007,14,18,44,52,56,25,,14 18 44 52 56 MB:25
01/26/2007,16,17,36,49,54,14,,16 17 36 49 54 MB:14
01/23/2007,3,5,15,26,53,35,,03 05 15 26 53 MB:35
01/19/2007,4,28,30,31,35,17,,04 28 30 31 35 MB:17
01/16/2007,4,8,15,33,52,10,,04 08 15 33 52 MB:10
01/12/2007,12,14,26,40,42,22,,12 14 26 40 42 MB:22
01/09/2007,7,11,26,38,54,13,,07 11 26 38 54 MB:13
01/05/2007,2,12,44,46,51,6,,02 12 44 46 51 MB:6
01/02/2007,9,10,38,51,53,1,,09 10 38 51 53 MB:1
12/29/2006,3,4,10,39,50,29,,03 04 10 39 50 MB:29
12/26/2006,7,12,25,44,53,3,,07 12 25 44 53 MB:3
12/22/2006,5,12,15,25,34,43,,05 12 15 25 34 MB:43
12/19/2006,9,32,37,42,48,7,,09 32 37 42 48 MB:7
12/15/2006,6,7,17,28,40,39,,06 07 17 28 40 MB:39
12/12/2006,20,30,31,35,49,23,,20 30 31 35 49 MB:23
12/08/2006,1,15,29,32,45,8,,01 15 29 32 45 MB:8
12/05/2006,6,9,13,43,46,45,,06 09 13 43 46 MB:45
12/01/2006,16,22,23,37,53,35,,16 22 23 37 53 MB:35
11/28/2006,7,14,24,41,56,7,,07 14 24 41 56 MB:7
11/24/2006,14,35,40,47,48,35,,14 35 40 47 48 MB:35
11/21/2006,7,13,20,42,47,9,,07 13 20 42 47 MB:9
11/17/2006,5,19,25,30,50,42,,05 19 25 30 50 MB:42
11/14/2006,9,20,24,25,36,23,,09 20 24 25 36 MB:23
11/10/2006,11,42,52,53,55,28,,11 42 52 53 55 MB:28
11/07/2006,13,22,33,51,52,42,,13 22 33 51 52 MB:42
11/03/2006,8,10,22,25,55,22,,08 10 22 25 55 MB:22
10/31/2006,5,34,40,45,46,21,,05 34 40 45 46 MB:21
10/27/2006,15,22,26,30,32,31,,15 22 26 30 32 MB:31
10/24/2006,5,25,41,48,51,35,,05 25 41 48 51 MB:35
10/20/2006,9,13,23,29,54,34,,09 13 23 29 54 MB:34
10/17/2006,6,18,20,28,38,37,,06 18 20 28 38 MB:37
10/13/2006,24,27,42,47,50,8,,24 27 42 47 50 MB:8
10/10/2006,14,30,35,40,43,2,,14 30 35 40 43 MB:2
10/06/2006,1,11,20,21,46,18,,01 11 20 21 46 MB:18
10/03/2006,6,19,32,33,40,39,,06 19 32 33 40 MB:39
09/29/2006,3,25,43,45,55,40,,03 25 43 45 55 MB:40
09/26/2006,3,6,38,42,45,30,,03 06 38 42 45 MB:30
09/22/2006,7,12,17,22,43,16,,07 12 17 22 43 MB:16
09/19/2006,2,19,44,45,56,43,,02 19 44 45 56 MB:43
09/15/2006,6,26,33,39,55,1,,06 26 33 39 55 MB:1
09/12/2006,3,16,25,30,44,42,,03 16 25 30 44 MB:42
09/08/2006,9,17,34,52,53,2,,09 17 34 52 53 MB:2
09/05/2006,1,32,36,42,53,4,,01 32 36 42 53 MB:4
09/01/2006,5,6,51,53,55,12,,05 06 51 53 55 MB:12
08/29/2006,15,25,37,38,52,4,,15 25 37 38 52 MB:4
08/25/2006,17,24,35,46,54,33,,17 24 35 46 54 MB:33
08/22/2006,3,4,5,7,36,16,,03 04 05 07 36 MB:16
08/18/2006,5,12,13,46,50,10,,05 12 13 46 50 MB:10
08/15/2006,10,12,22,44,48,16,,10 12 22 44 48 MB:16
08/11/2006,14,16,38,40,49,29,,14 16 38 40 49 MB:29
08/08/2006,1,5,13,18,33,30,,01 05 13 18 33 MB:30
08/04/2006,2,24,31,50,55,44,,02 24 31 50 55 MB:44
08/01/2006,14,29,32,43,49,14,,14 29 32 43 49 MB:14
07/28/2006,2,13,23,32,35,4,,02 13 23 32 35 MB:4
07/25/2006,7,21,24,41,51,10,,07 21 24 41 51 MB:10
07/21/2006,18,26,35,36,43,24,,18 26 35 36 43 MB:24
07/18/2006,12,13,29,49,52,20,,12 13 29 49 52 MB:20
07/14/2006,13,25,26,28,56,39,,13 25 26 28 56 MB:39
07/11/2006,5,14,34,36,52,42,,05 14 34 36 52 MB:42
07/07/2006,7,15,27,46,56,39,,07 15 27 46 56 MB:39
07/04/2006,9,15,31,42,45,41,,09 15 31 42 45 MB:41
06/30/2006,20,40,46,48,54,27,,20 40 46 48 54 MB:27
06/27/2006,2,14,20,29,44,32,,02 14 20 29 44 MB:32
06/23/2006,13,17,24,34,56,24,,13 17 24 34 56 MB:24
06/20/2006,11,21,37,53,54,12,,11 21 37 53 54 MB:12
06/16/2006,27,30,36,38,45,13,,27 30 36 38 45 MB:13
06/13/2006,1,20,23,24,33,29,,01 20 23 24 33 MB:29
06/09/2006,8,17,18,26,47,37,,08 17 18 26 47 MB:37
06/06/2006,5,29,35,52,53,9,,05 29 35 52 53 MB:9
06/02/2006,3,10,18,36,38,41,,03 10 18 36 38 MB:41
05/30/2006,2,13,28,34,45,36,,02 13 28 34 45 MB:36
05/26/2006,12,14,20,47,48,24,,12 14 20 47 48 MB:24
05/23/2006,17,21,28,48,54,1,,17 21 28 48 54 MB:1
05/19/2006,5,12,31,51,56,1,,05 12 31 51 56 MB:1
05/16/2006,7,24,40,48,50,15,,07 24 40 48 50 MB:15
05/12/2006,6,36,39,45,52,45,,06 36 39 45 52 MB:45
05/09/2006,7,15,24,43,44,22,,07 15 24 43 44 MB:22
05/05/2006,8,20,39,53,55,10,,08 20 39 53 55 MB:10
05/02/2006,7,11,22,27,31,33,,07 11 22 27 31 MB:33
04/28/2006,16,29,32,36,55,12,,16 29 32 36 55 MB:12
04/25/2006,1,20,32,37,39,9,,01 20 32 37 39 MB:9
04/21/2006,2,4,7,27,41,4,,02 04 07 27 41 MB:4
04/18/2006,13,14,25,34,50,6,,13 14 25 34 50 MB:6
04/14/2006,8,10,18,29,33,10,,08 10 18 29 33 MB:10
04/11/2006,2,12,45,46,56,20,,02 12 45 46 56 MB:20
04/07/2006,1,18,31,46,52,37,,01 18 31 46 52 MB:37
04/04/2006,9,25,48,51,56,7,,09 25 48 51 56 MB:7
03/31/2006,4,7,19,50,52,15,,04 07 19 50 52 MB:15
03/28/2006,14,18,35,39,49,14,,14 18 35 39 49 MB:14
03/24/2006,1,2,17,47,49,19,,01 02 17 47 49 MB:19
03/21/2006,4,16,17,28,31,8,,04 16 17 28 31 MB:8
03/17/2006,8,11,23,48,52,5,,08 11 23 48 52 MB:5
03/14/2006,27,28,30,42,50,22,,27 28 30 42 50 MB:22
03/10/2006,4,17,18,51,54,31,,04 17 18 51 54 MB:31
03/07/2006,15,27,36,38,42,32,,15 27 36 38 42 MB:32
03/03/2006,25,29,38,39,46,4,,25 29 38 39 46 MB:4
02/28/2006,2,4,35,36,48,22,,02 04 35 36 48 MB:22
02/24/2006,3,5,12,16,34,27,,03 05 12 16 34 MB:27
02/21/2006,14,23,27,36,45,36,,14 23 27 36 45 MB:36
02/17/2006,16,25,31,43,46,28,,16 25 31 43 46 MB:28
02/14/2006,27,36,43,49,54,33,,27 36 43 49 54 MB:33
02/10/2006,24,39,40,43,46,2,,24 39 40 43 46 MB:2
02/07/2006,2,16,25,30,48,26,,02 16 25 30 48 MB:26
02/03/2006,29,31,32,41,52,42,,29 31 32 41 52 MB:42
01/31/2006,1,35,53,54,56,44,,01 35 53 54 56 MB:44
01/27/2006,2,7,8,18,29,46,,02 07 08 18 29 MB:46
01/24/2006,31,34,36,51,55,4,,31 34 36 51 55 MB:4
01/20/2006,18,22,28,44,53,46,,18 22 28 44 53 MB:46
01/17/2006,24,32,37,39,40,44,,24 32 37 39 40 MB:44
01/13/2006,5,21,27,44,53,36,,05 21 27 44 53 MB:36
01/10/2006,7,27,32,37,38,30,,07 27 32 37 38 MB:30
01/06/2006,8,11,28,37,53,12,,08 11 28 37 53 MB:12
01/03/2006,15,19,20,32,38,21,,15 19 20 32 38 MB:21
12/30/2005,14,20,25,40,44,37,,14 20 25 40 44 MB:37
12/27/2005,11,24,27,49,55,23,,11 24 27 49 55 MB:23
12/23/2005,10,37,39,49,54,8,,10 37 39 49 54 MB:8
12/20/2005,6,20,23,40,56,36,,06 20 23 40 56 MB:36
12/16/2005,14,25,26,31,56,17,,14 25 26 31 56 MB:17
12/13/2005,9,10,12,22,41,4,,09 10 12 22 41 MB:4
12/09/2005,14,15,31,32,43,20,,14 15 31 32 43 MB:20
12/06/2005,6,10,26,30,33,16,,06 10 26 30 33 MB:16
12/02/2005,3,12,21,38,44,45,,03 12 21 38 44 MB:45
11/29/2005,7,8,47,51,52,5,,07 08 47 51 52 MB:5
11/25/2005,5,25,31,33,34,41,,05 25 31 33 34 MB:41
11/22/2005,9,22,37,41,43,30,,09 22 37 41 43 MB:30
11/18/2005,8,18,21,42,46,11,,08 18 21 42 46 MB:11
11/15/2005,2,4,5,40,48,7,,02 04 05 40 48 MB:7
11/11/2005,9,14,34,50,51,40,,09 14 34 50 51 MB:40
11/08/2005,8,16,21,25,27,16,,08 16 21 25 27 MB:16
11/04/2005,7,9,41,53,54,38,,07 09 41 53 54 MB:38
11/01/2005,5,18,21,28,36,20,,05 18 21 28 36 MB:20
10/28/2005,8,17,25,28,53,1,,08 17 25 28 53 MB:1
10/25/2005,7,12,18,31,55,30,,07 12 18 31 55 MB:30
10/21/2005,11,17,28,29,36,42,,11 17 28 29 36 MB:42
10/18/2005,3,12,16,32,33,15,,03 12 16 32 33 MB:15
10/14/2005,6,20,24,25,34,44,,06 20 24 25 34 MB:44
10/11/2005,24,30,42,53,54,20,,24 30 42 53 54 MB:20
10/07/2005,2,4,23,27,36,37,,02 04 23 27 36 MB:37
10/04/2005,12,24,28,29,36,41,,12 24 28 29 36 MB:41
09/30/2005,1,3,14,30,52,10,,01 03 14 30 52 MB:10
09/27/2005,14,17,26,27,28,5,,14 17 26 27 28 MB:5
09/23/2005,6,7,20,41,51,38,,06 07 20 41 51 MB:38
09/20/2005,35,36,40,42,52,45,,35 36 40 42 52 MB:45
09/16/2005,5,16,41,46,50,1,,05 16 41 46 50 MB:1
09/13/2005,13,24,44,48,52,30,,13 24 44 48 52 MB:30
09/09/2005,15,28,43,51,52,11,,15 28 43 51 52 MB:11
09/06/2005,1,8,27,31,50,40,,01 08 27 31 50 MB:40
09/02/2005,1,4,14,45,53,33,,01 04 14 45 53 MB:33
08/30/2005,19,32,42,49,56,29,,19 32 42 49 56 MB:29
08/26/2005,5,20,38,47,54,35,,05 20 38 47 54 MB:35
08/23/2005,6,7,8,13,40,12,,06 07 08 13 40 MB:12
08/19/2005,2,13,18,36,46,36,,02 13 18 36 46 MB:36
08/16/2005,9,15,20,24,55,3,,09 15 20 24 55 MB:3
08/12/2005,8,37,38,45,54,21,,08 37 38 45 54 MB:21
08/09/2005,13,35,36,43,52,5,,13 35 36 43 52 MB:5
08/05/2005,3,5,48,50,53,4,,03 05 48 50 53 MB:4
08/02/2005,17,22,39,50,52,46,,17 22 39 50 52 MB:46
07/29/2005,4,16,23,25,40,22,,04 16 23 25 40 MB:22
07/26/2005,1,10,18,29,55,8,,01 10 18 29 55 MB:8
07/22/2005,7,18,27,35,54,34,,07 18 27 35 54 MB:34
07/19/2005,7,13,48,51,54,11,,07 13 48 51 54 MB:11
07/15/2005,9,13,25,36,48,2,,09 13 25 36 48 MB:2
07/12/2005,5,17,32,39,53,36,,05 17 32 39 53 MB:36
07/08/2005,9,23,45,48,50,3,,09 23 45 48 50 MB:3
07/05/2005,22,38,48,50,55,29,,22 38 48 50 55 MB:29
07/01/2005,14,25,41,42,50,40,,14 25 41 42 50 MB:40
06/28/2005,2,20,37,43,46,4,,02 20 37 43 46 MB:4
06/24/2005,14,43,44,50,56,7,,14 43 44 50 56 MB:7
06/21/2005,9,13,40,46,50,30,,09 13 40 46 50 MB:30
06/17/2005,16,35,40,49,50,34,,16 35 40 49 50 MB:34
06/14/2005,1,10,29,48,49,36,,01 10 29 48 49 MB:36
06/10/2005,14,29,31,37,50,34,,14 29 31 37 50 MB:34
06/07/2005,7,14,28,46,47,25,,07 14 28 46 47 MB:25
06/03/2005,4,6,14,28,47,42,,04 06 14 28 47 MB:42
05/31/2005,5,13,22,37,38,11,,05 13 22 37 38 MB:11
05/27/2005,7,17,22,34,50,24,,07 17 22 34 50 MB:24
05/24/2005,9,28,39,40,45,24,,09 28 39 40 45 MB:24
05/20/2005,3,6,27,40,44,9,,03 06 27 40 44 MB:9
05/17/2005,7,9,10,29,44,17,,07 09 10 29 44 MB:17
05/13/2005,21,23,27,33,39,8,,21 23 27 33 39 MB:8
05/10/2005,11,25,38,40,42,40,,11 25 38 40 42 MB:40
05/06/2005,7,12,25,50,51,19,,07 12 25 50 51 MB:19
05/03/2005,7,17,42,46,52,47,,07 17 42 46 52 MB:47
04/29/2005,2,5,7,28,46,21,,02 05 07 28 46 MB:21
04/26/2005,18,22,33,34,42,16,,18 22 33 34 42 MB:16
04/22/2005,23,25,43,46,49,26,,23 25 43 46 49 MB:26
04/19/2005,5,6,14,42,47,3,,05 06 14 42 47 MB:3
04/15/2005,25,26,37,39,49,29,,25 26 37 39 49 MB:29
04/12/2005,15,20,43,47,50,24,,15 20 43 47 50 MB:24
04/08/2005,5,13,17,33,35,35,,05 13 17 33 35 MB:35
04/05/2005,4,19,45,51,52,22,,04 19 45 51 52 MB:22
04/01/2005,11,19,28,32,45,10,,11 19 28 32 45 MB:10
03/29/2005,7,17,18,30,42,38,,07 17 18 30 42 MB:38
03/25/2005,11,18,19,45,49,2,,11 18 19 45 49 MB:2
03/22/2005,6,11,27,37,43,34,,06 11 27 37 43 MB:34
03/18/2005,2,9,28,29,48,33,,02 09 28 29 48 MB:33
03/15/2005,14,26,27,34,44,27,,14 26 27 34 44 MB:27
03/11/2005,18,19,31,35,36,17,,18 19 31 35 36 MB:17
03/08/2005,8,14,15,22,31,13,,08 14 15 22 31 MB:13
03/04/2005,7,10,13,35,39,21,,07 10 13 35 39 MB:21
03/01/2005,1,8,18,39,48,1,,01 08 18 39 48 MB:1
02/25/2005,4,13,37,38,50,24,,04 13 37 38 50 MB:24
02/22/2005,15,18,28,41,45,27,,15 18 28 41 45 MB:27
02/18/2005,1,19,31,35,42,34,,01 19 31 35 42 MB:34
02/15/2005,3,16,20,21,38,10,,03 16 20 21 38 MB:10
02/11/2005,6,14,21,24,50,28,,06 14 21 24 50 MB:28
02/08/2005,8,11,14,23,25,21,,08 11 14 23 25 MB:21
02/04/2005,3,12,14,30,52,34,,03 12 14 30 52 MB:34
02/01/2005,3,17,21,42,44,35,,03 17 21 42 44 MB:35
01/28/2005,25,31,39,47,52,43,,25 31 39 47 52 MB:43
01/25/2005,2,10,21,25,45,22,,02 10 21 25 45 MB:22
01/21/2005,17,27,39,40,41,21,,17 27 39 40 41 MB:21
01/18/2005,10,23,28,39,51,5,,10 23 28 39 51 MB:5
01/14/2005,15,19,24,40,47,50,,15 19 24 40 47 MB:50
01/11/2005,2,23,24,35,45,18,,02 23 24 35 45 MB:18
01/07/2005,2,8,14,15,51,38,,02 08 14 15 51 MB:38
01/04/2005,3,6,7,12,32,30,,03 06 07 12 32 MB:30
12/31/2004,10,14,45,47,51,20,,10 14 45 47 51 MB:20
12/28/2004,18,29,32,38,43,50,,18 29 32 38 43 MB:50
12/24/2004,9,20,22,41,42,10,,09 20 22 41 42 MB:10
12/21/2004,7,22,27,31,38,12,,07 22 27 31 38 MB:12
12/17/2004,16,34,38,42,47,1,,16 34 38 42 47 MB:1
12/14/2004,14,27,32,34,40,2,,14 27 32 34 40 MB:2
12/10/2004,22,23,37,42,47,15,,22 23 37 42 47 MB:15
12/07/2004,1,19,22,32,49,29,,01 19 22 32 49 MB:29
12/03/2004,12,32,37,41,52,13,,12 32 37 41 52 MB:13
11/30/2004,10,20,22,28,52,4,,10 20 22 28 52 MB:4
11/26/2004,7,9,18,37,43,34,,07 09 18 37 43 MB:34
11/23/2004,8,30,32,35,51,17,,08 30 32 35 51 MB:17
11/19/2004,1,12,24,36,51,38,,01 12 24 36 51 MB:38
11/16/2004,9,10,27,28,30,18,,09 10 27 28 30 MB:18
11/12/2004,5,31,33,35,51,1,,05 31 33 35 51 MB:1
11/09/2004,11,20,26,28,52,7,,11 20 26 28 52 MB:7
11/05/2004,3,29,30,41,43,1,,03 29 30 41 43 MB:1
11/02/2004,24,32,42,49,50,3,,24 32 42 49 50 MB:3
10/29/2004,10,18,26,31,41,48,,10 18 26 31 41 MB:48
10/26/2004,14,25,39,43,49,27,,14 25 39 43 49 MB:27
10/22/2004,3,7,20,24,43,36,,03 07 20 24 43 MB:36
10/19/2004,6,13,19,34,50,33,,06 13 19 34 50 MB:33
10/15/2004,4,8,24,30,36,25,,04 08 24 30 36 MB:25
10/12/2004,4,18,19,39,51,13,,04 18 19 39 51 MB:13
10/08/2004,16,17,21,33,41,6,,16 17 21 33 41 MB:6
10/05/2004,8,34,39,48,49,47,,08 34 39 48 49 MB:47
10/01/2004,8,10,17,24,39,52,,08 10 17 24 39 MB:52
09/28/2004,1,18,39,42,50,35,,01 18 39 42 50 MB:35
09/24/2004,11,26,30,49,50,52,,11 26 30 49 50 MB:52
09/21/2004,1,3,15,19,29,39,,01 03 15 19 29 MB:39
09/17/2004,3,16,25,38,49,4,,03 16 25 38 49 MB:4
09/14/2004,12,35,37,38,50,49,,12 35 37 38 50 MB:49
09/10/2004,11,17,27,45,52,5,,11 17 27 45 52 MB:5
09/07/2004,13,30,36,38,51,35,,13 30 36 38 51 MB:35
09/03/2004,4,14,34,38,44,10,,04 14 34 38 44 MB:10
08/31/2004,14,15,25,42,44,3,,14 15 25 42 44 MB:3
08/27/2004,5,25,38,46,47,14,,05 25 38 46 47 MB:14
08/24/2004,2,5,21,47,50,46,,02 05 21 47 50 MB:46
08/20/2004,12,17,34,37,39,34,,12 17 34 37 39 MB:34
08/17/2004,22,23,26,28,36,10,,22 23 26 28 36 MB:10
08/13/2004,14,31,41,45,48,20,,14 31 41 45 48 MB:20
08/10/2004,18,25,29,31,44,33,,18 25 29 31 44 MB:33
08/06/2004,4,23,33,38,49,7,,04 23 33 38 49 MB:7
08/03/2004,1,2,13,16,22,31,,01 02 13 16 22 MB:31
07/30/2004,16,19,21,34,35,22,,16 19 21 34 35 MB:22
07/27/2004,8,10,11,13,24,46,,08 10 11 13 24 MB:46
07/23/2004,5,12,25,35,37,12,,05 12 25 35 37 MB:12
07/20/2004,6,15,21,32,44,13,,06 15 21 32 44 MB:13
07/16/2004,3,21,22,35,44,7,,03 21 22 35 44 MB:7
07/13/2004,13,31,37,39,52,38,,13 31 37 39 52 MB:38
07/09/2004,11,23,25,29,45,16,,11 23 25 29 45 MB:16
07/06/2004,6,7,8,31,48,19,,06 07 08 31 48 MB:19
07/02/2004,10,25,38,39,50,12,,10 25 38 39 50 MB:12
06/29/2004,10,13,19,28,38,1,,10 13 19 28 38 MB:1
06/25/2004,18,19,29,32,42,32,,18 19 29 32 42 MB:32
06/22/2004,9,10,17,41,52,19,,09 10 17 41 52 MB:19
06/18/2004,7,10,11,15,51,23,,07 10 11 15 51 MB:23
06/15/2004,18,23,27,29,44,24,,18 23 27 29 44 MB:24
06/11/2004,12,28,36,39,52,36,,12 28 36 39 52 MB:36
06/08/2004,17,24,29,37,45,43,,17 24 29 37 45 MB:43
06/04/2004,4,16,18,41,47,46,,04 16 18 41 47 MB:46
06/01/2004,7,16,17,26,48,15,,07 16 17 26 48 MB:15
05/28/2004,13,27,36,39,51,33,,13 27 36 39 51 MB:33
05/25/2004,5,18,34,36,39,43,,05 18 34 36 39 MB:43
05/21/2004,4,20,27,38,49,31,,04 20 27 38 49 MB:31
05/18/2004,2,36,44,46,51,45,,02 36 44 46 51 MB:45
05/14/2004,10,19,32,36,46,6,,10 19 32 36 46 MB:6
05/11/2004,9,25,30,34,37,30,,09 25 30 34 37 MB:30
05/07/2004,14,17,19,44,50,17,,14 17 19 44 50 MB:17
05/04/2004,3,15,29,37,39,40,,03 15 29 37 39 MB:40
04/30/2004,15,21,32,39,50,34,,15 21 32 39 50 MB:34
04/27/2004,1,10,17,23,35,45,,01 10 17 23 35 MB:45
04/23/2004,8,22,25,47,48,27,,08 22 25 47 48 MB:27
04/20/2004,12,22,37,46,48,49,,12 22 37 46 48 MB:49
04/16/2004,6,24,29,42,51,41,,06 24 29 42 51 MB:41
04/13/2004,13,36,39,50,51,34,,13 36 39 50 51 MB:34
04/09/2004,2,8,10,11,23,40,,02 08 10 11 23 MB:40
04/06/2004,8,17,29,32,39,49,,08 17 29 32 39 MB:49
04/02/2004,8,17,25,46,47,13,,08 17 25 46 47 MB:13
03/30/2004,3,27,31,41,45,33,,03 27 31 41 45 MB:33
03/26/2004,8,10,17,37,49,20,,08 10 17 37 49 MB:20
03/23/2004,12,22,35,39,46,32,,12 22 35 39 46 MB:32
03/19/2004,6,9,14,32,50,4,,06 09 14 32 50 MB:4
03/16/2004,3,28,45,49,51,52,,03 28 45 49 51 MB:52
03/12/2004,4,29,32,35,36,11,,04 29 32 35 36 MB:11
03/09/2004,16,23,29,36,51,49,,16 23 29 36 51 MB:49
03/05/2004,30,40,47,49,52,3,,30 40 47 49 52 MB:3
03/02/2004,25,30,35,40,50,4,,25 30 35 40 50 MB:4
02/27/2004,2,9,24,36,52,44,,02 09 24 36 52 MB:44
02/24/2004,6,11,43,49,52,21,,06 11 43 49 52 MB:21
02/20/2004,1,13,20,21,30,24,,01 13 20 21 30 MB:24
02/17/2004,2,8,34,36,52,21,,02 08 34 36 52 MB:21
02/13/2004,14,30,42,43,45,30,,14 30 42 43 45 MB:30
02/10/2004,3,7,10,22,32,23,,03 07 10 22 32 MB:23
02/06/2004,1,6,16,30,49,13,,01 06 16 30 49 MB:13
02/03/2004,9,21,26,35,41,17,,09 21 26 35 41 MB:17
01/30/2004,17,28,30,40,51,44,,17 28 30 40 51 MB:44
01/27/2004,6,10,20,38,50,27,,06 10 20 38 50 MB:27
01/23/2004,10,18,33,46,51,13,,10 18 33 46 51 MB:13
01/20/2004,5,7,14,21,45,36,,05 07 14 21 45 MB:36
01/16/2004,12,26,41,44,49,44,,12 26 41 44 49 MB:44
01/13/2004,3,17,18,21,45,21,,03 17 18 21 45 MB:21
01/09/2004,24,32,38,47,49,12,,24 32 38 47 49 MB:12
01/06/2004,7,13,15,25,32,9,,07 13 15 25 32 MB:9
01/02/2004,7,8,36,44,48,9,,07 08 36 44 48 MB:9
12/30/2003,12,18,21,32,46,49,,12 18 21 32 46 MB:49
12/26/2003,1,10,17,20,29,36,,01 10 17 20 29 MB:36
12/23/2003,2,13,21,22,49,52,,02 13 21 22 49 MB:52
12/19/2003,5,10,17,35,39,38,,05 10 17 35 39 MB:38
12/16/2003,16,24,31,46,47,47,,16 24 31 46 47 MB:47
12/12/2003,9,16,32,45,46,26,,09 16 32 45 46 MB:26
12/09/2003,4,14,15,24,48,41,,04 14 15 24 48 MB:41
12/05/2003,1,12,15,18,44,42,,01 12 15 18 44 MB:42
12/02/2003,10,13,24,34,49,4,,10 13 24 34 49 MB:4
11/28/2003,19,26,31,44,50,19,,19 26 31 44 50 MB:19
11/25/2003,22,32,37,40,41,52,,22 32 37 40 41 MB:52
11/21/2003,14,26,28,36,42,14,,14 26 28 36 42 MB:14
11/18/2003,4,11,25,30,52,36,,04 11 25 30 52 MB:36
11/14/2003,3,13,31,41,42,52,,03 13 31 41 42 MB:52
11/11/2003,2,5,17,21,22,43,,02 05 17 21 22 MB:43
11/07/2003,6,18,23,26,30,31,,06 18 23 26 30 MB:31
11/04/2003,16,24,43,44,45,22,,16 24 43 44 45 MB:22
10/31/2003,6,12,13,36,46,3,,06 12 13 36 46 MB:3
10/28/2003,6,9,20,40,47,26,,06 09 20 40 47 MB:26
10/24/2003,8,9,16,30,31,15,,08 09 16 30 31 MB:15
10/21/2003,18,34,46,51,52,38,,18 34 46 51 52 MB:38
10/17/2003,14,20,31,46,48,18,,14 20 31 46 48 MB:18
10/14/2003,18,19,21,33,40,29,,18 19 21 33 40 MB:29
10/10/2003,4,19,36,42,48,13,,04 19 36 42 48 MB:13
10/07/2003,1,2,22,40,41,43,,01 02 22 40 41 MB:43
10/03/2003,19,21,30,31,52,51,,19 21 30 31 52 MB:51
09/30/2003,2,26,37,40,46,49,,02 26 37 40 46 MB:49
09/26/2003,5,29,32,45,52,29,,05 29 32 45 52 MB:29
09/23/2003,5,16,24,49,51,28,,05 16 24 49 51 MB:28
09/19/2003,13,14,24,34,47,13,,13 14 24 34 47 MB:13
09/16/2003,15,20,24,30,46,42,,15 20 24 30 46 MB:42
09/12/2003,16,22,23,38,46,45,,16 22 23 38 46 MB:45
09/09/2003,14,15,30,39,46,30,,14 15 30 39 46 MB:30
09/05/2003,7,9,28,41,42,19,,07 09 28 41 42 MB:19
09/02/2003,22,26,27,32,39,14,,22 26 27 32 39 MB:14
08/29/2003,8,11,17,42,52,10,,08 11 17 42 52 MB:10
08/26/2003,9,28,42,44,49,47,,09 28 42 44 49 MB:47
08/22/2003,4,19,31,32,51,31,,04 19 31 32 51 MB:31
08/19/2003,7,11,24,28,52,16,,07 11 24 28 52 MB:16
08/15/2003,1,16,20,41,52,13,,01 16 20 41 52 MB:13
08/12/2003,8,11,18,35,51,26,,08 11 18 35 51 MB:26
08/08/2003,6,9,35,40,43,42,,06 09 35 40 43 MB:42
08/05/2003,7,32,34,38,44,49,,07 32 34 38 44 MB:49
08/01/2003,2,11,27,30,33,46,,02 11 27 30 33 MB:46
07/29/2003,1,17,19,32,42,33,,01 17 19 32 42 MB:33
07/25/2003,33,46,47,50,51,30,,33 46 47 50 51 MB:30
07/22/2003,1,5,31,38,47,3,,01 05 31 38 47 MB:3
07/18/2003,29,30,34,38,44,39,,29 30 34 38 44 MB:39
07/15/2003,1,26,33,43,48,22,,01 26 33 43 48 MB:22
07/11/2003,1,4,10,16,18,10,,01 04 10 16 18 MB:10
07/08/2003,2,9,27,29,35,18,,02 09 27 29 35 MB:18
07/04/2003,6,7,22,37,46,8,,06 07 22 37 46 MB:8
07/01/2003,28,32,39,45,48,31,,28 32 39 45 48 MB:31
06/27/2003,1,14,20,31,40,43,,01 14 20 31 40 MB:43
06/24/2003,2,26,43,44,47,31,,02 26 43 44 47 MB:31
06/20/2003,1,2,3,12,37,35,,01 02 03 12 37 MB:35
